FSR_1,FSR_2,FSR_3,FSR_4,FSR_5,Target
131,135,239,18,10,moderate
14,129,227,288,2,moderate
266,119,110,79,197,moderate
127,7,210,264,139,moderate
175,120,73,246,252,moderate
114,87,28,220,151,moderate
276,140,273,167,259,severe
139,198,202,183,93,moderate
125,118,165,153,10,moderate
2,175,298,295,266,severe
141,189,159,273,129,moderate
117,177,253,229,229,severe
47,52,55,43,13,mild
134,72,170,34,264,moderate
262,222,62,154,277,moderate
112,13,71,160,126,mild
147,242,229,179,285,severe
185,75,74,247,216,moderate
87,289,131,57,254,moderate
166,93,131,129,285,moderate
49,275,5,276,165,moderate
160,112,48,12,235,moderate
250,177,50,51,278,moderate
31,26,22,47,71,mild
92,69,94,47,27,mild
120,256,157,126,138,moderate
133,204,268,46,289,moderate
168,124,224,193,50,moderate
25,61,0,162,29,mild
137,270,8,43,55,moderate
286,165,155,32,163,moderate
240,104,255,257,188,severe
150,55,131,76,47,mild
36,267,63,202,239,moderate
229,174,116,10,284,moderate
288,169,243,55,56,moderate
170,63,87,29,98,mild
278,128,177,17,175,moderate
251,85,223,285,119,moderate
79,138,43,275,107,moderate
74,116,96,261,153,moderate
243,94,87,36,173,moderate
130,46,280,46,148,moderate
277,262,289,231,111,severe
207,164,240,33,13,moderate
40,96,34,206,81,mild
182,75,197,181,46,moderate
205,36,93,40,135,moderate
137,245,293,95,203,moderate
171,82,234,94,49,moderate
174,86,289,250,250,severe
60,164,254,87,211,moderate
100,256,195,143,111,moderate
195,95,205,136,151,moderate
120,129,288,65,277,moderate
55,155,126,170,119,moderate
5,38,106,104,102,mild
60,18,116,267,285,moderate
97,88,195,224,82,moderate
278,77,154,269,2,moderate
261,105,129,223,273,moderate
276,197,264,107,66,moderate
199,280,27,60,129,moderate
72,205,255,32,55,moderate
36,155,69,115,58,mild
288,71,66,26,177,moderate
279,73,185,88,264,moderate
179,6,147,272,189,moderate
222,232,29,245,280,severe
250,157,248,269,269,severe
266,144,275,42,269,moderate
232,189,81,231,51,moderate
151,64,279,245,192,moderate
203,73,211,143,249,moderate
125,124,81,37,285,moderate
103,114,109,216,56,moderate
106,140,70,143,226,moderate
145,49,4,27,240,mild
20,173,30,24,211,mild
219,83,261,142,67,moderate
40,251,69,286,231,moderate
14,21,92,96,189,mild
211,223,55,241,189,moderate
4,59,110,128,49,mild
99,211,122,45,59,moderate
12,252,83,257,165,moderate
179,69,30,287,171,moderate
208,117,100,140,243,moderate
143,108,128,236,5,moderate
294,222,59,46,205,moderate
169,90,258,63,228,moderate
97,223,186,280,169,moderate
86,297,238,222,171,severe
125,127,217,86,245,moderate
283,296,55,145,56,moderate
263,176,5,47,240,moderate
112,192,291,179,18,moderate
214,216,226,111,127,moderate
7,7,99,204,219,moderate
9,77,163,216,31,mild
29,211,64,189,178,moderate
36,278,99,35,202,moderate
52,179,231,13,62,moderate
159,9,116,234,184,moderate
56,0,45,199,66,mild
192,3,239,27,284,moderate
102,100,234,155,235,moderate
197,115,62,203,27,moderate
294,217,101,77,212,moderate
285,193,189,80,62,moderate
123,133,265,214,229,moderate
199,43,207,48,262,moderate
156,39,186,290,70,moderate
278,198,208,191,172,severe
40,15,87,211,25,mild
73,287,183,11,248,moderate
50,216,196,18,124,moderate
286,118,136,131,127,moderate
58,190,170,266,276,moderate
132,236,78,126,229,moderate
120,13,251,36,118,moderate
163,18,160,65,30,mild
148,135,168,283,285,severe
242,175,2,254,47,moderate
171,18,103,123,295,moderate
141,81,220,200,204,moderate
261,206,142,145,294,severe
81,18,152,207,267,moderate
102,253,165,28,294,moderate
185,204,255,180,257,severe
233,218,58,1,203,moderate
59,197,155,277,62,moderate
179,96,269,8,247,moderate
175,249,279,241,222,severe
209,174,164,154,286,moderate
289,224,4,13,288,moderate
114,256,43,14,256,moderate
273,141,125,225,61,moderate
224,127,219,13,217,moderate
162,216,267,74,52,moderate
21,182,12,298,145,moderate
211,172,110,26,289,moderate
280,269,139,29,116,moderate
30,107,47,41,0,mild
54,254,295,94,116,moderate
126,17,65,154,150,moderate
46,102,114,173,201,moderate
35,245,40,16,59,mild
146,94,124,259,238,moderate
282,246,266,113,111,severe
154,74,191,68,122,moderate
207,112,296,132,138,moderate
66,275,37,282,286,moderate
206,20,54,179,248,moderate
287,3,68,100,85,moderate
36,241,55,297,151,moderate
166,259,213,56,290,moderate
206,127,118,225,259,moderate
275,262,162,24,298,severe
234,190,201,88,175,moderate
113,236,71,108,206,moderate
91,64,170,54,106,mild
141,165,53,242,164,moderate
75,16,44,31,213,mild
200,8,37,145,105,mild
162,149,258,237,152,moderate
35,209,165,185,288,moderate
287,164,209,14,284,moderate
16,87,266,295,46,moderate
264,95,161,42,298,moderate
204,61,290,217,149,moderate
25,155,93,256,110,moderate
112,142,61,221,133,moderate
231,196,31,18,209,moderate
20,115,104,167,141,moderate
130,210,148,255,216,moderate
185,29,7,144,126,mild
119,290,195,175,186,moderate
126,97,252,239,55,moderate
287,144,280,17,23,moderate
2,272,120,203,284,moderate
291,247,15,243,183,moderate
236,259,37,183,233,moderate
65,17,128,50,149,mild
32,107,58,283,104,moderate
72,163,94,214,236,moderate
287,295,120,114,121,moderate
78,296,292,268,80,severe
243,75,216,229,263,severe
0,258,36,58,286,moderate
92,193,48,235,56,moderate
78,86,63,26,136,mild
186,215,114,59,259,moderate
18,111,202,199,217,moderate
111,187,97,28,227,moderate
108,5,256,280,187,moderate
208,216,274,247,159,severe
168,9,140,230,199,moderate
289,54,241,3,135,moderate
102,151,238,131,103,moderate
130,245,94,44,101,moderate
239,124,237,2,53,moderate
225,225,66,27,164,moderate
175,215,95,44,271,moderate
297,181,167,66,224,moderate
144,270,195,139,254,severe
264,92,193,193,139,moderate
296,285,160,111,263,severe
264,143,171,276,223,severe
197,37,89,197,108,moderate
276,3,271,100,138,moderate
97,20,51,282,133,moderate
37,124,80,138,118,mild
134,177,167,277,99,moderate
0,129,171,125,21,mild
70,129,146,196,1,moderate
201,235,50,291,28,moderate
68,127,143,214,169,moderate
203,252,214,263,158,severe
236,88,293,0,295,moderate
202,126,147,52,11,moderate
220,247,128,235,208,severe
234,138,235,299,46,moderate
198,148,285,194,118,moderate
242,188,200,99,216,moderate
220,294,194,240,276,severe
298,69,93,265,274,moderate
43,129,36,81,269,moderate
251,31,3,141,55,mild
134,127,16,243,67,moderate
4,156,108,204,275,moderate
24,243,165,257,39,moderate
122,254,122,178,210,moderate
45,277,272,169,261,severe
20,99,141,120,285,moderate
44,278,234,27,54,moderate
180,133,192,278,287,severe
252,234,151,39,246,moderate
30,113,211,123,159,moderate
247,211,253,294,289,severe
106,151,178,102,20,moderate
257,21,62,182,228,moderate
149,276,180,299,215,severe
286,291,39,177,202,moderate
13,64,11,32,165,mild
196,120,172,159,140,moderate
114,232,5,25,288,moderate
224,21,132,117,25,moderate
122,28,59,144,157,moderate
39,49,222,122,299,moderate
270,71,57,49,133,moderate
215,224,212,85,255,moderate
0,73,36,137,15,mild
166,60,13,239,204,moderate
45,79,210,296,225,moderate
150,11,229,194,72,moderate
84,256,217,115,206,moderate
185,91,186,120,259,moderate
83,12,199,119,145,moderate
296,116,141,133,230,moderate
90,143,5,236,7,mild
159,202,131,67,252,moderate
205,260,41,137,70,moderate
163,201,148,21,241,moderate
8,251,48,163,153,moderate
16,274,244,158,137,moderate
168,45,203,225,207,moderate
263,77,187,183,18,moderate
40,113,173,170,198,moderate
176,44,223,23,243,moderate
108,97,82,59,45,mild
297,178,185,122,61,moderate
176,276,249,127,52,moderate
87,66,107,153,120,moderate
137,43,217,76,90,moderate
73,68,12,282,170,moderate
297,71,149,297,194,severe
263,107,129,12,130,moderate
203,41,192,28,62,moderate
298,265,148,23,174,moderate
219,130,171,25,11,moderate
190,127,155,266,145,moderate
235,12,77,232,98,moderate
90,15,55,234,46,mild
232,103,228,184,178,moderate
248,187,75,6,42,moderate
259,164,152,213,37,moderate
277,201,261,8,60,moderate
218,209,54,60,10,moderate
268,196,71,265,48,moderate
229,81,232,18,270,moderate
18,73,222,25,189,moderate
102,256,63,130,43,moderate
288,136,89,79,72,moderate
231,152,41,9,279,moderate
55,91,19,6,149,mild
14,260,223,187,27,moderate
166,69,92,286,242,moderate
4,193,207,243,162,moderate
243,173,268,244,199,severe
84,197,216,140,181,moderate
180,276,114,265,177,severe
187,194,242,15,135,moderate
211,122,156,172,34,moderate
86,147,87,84,234,moderate
208,31,240,201,114,moderate
133,188,268,249,205,severe
241,161,280,119,282,severe
48,14,2,243,191,mild
81,111,268,45,115,moderate
134,132,136,57,19,mild
0,282,24,273,202,moderate
46,78,2,86,258,mild
108,95,65,33,268,moderate
197,283,249,281,236,severe
45,78,122,127,39,mild
102,112,176,292,214,moderate
186,157,214,231,39,moderate
283,197,247,289,299,severe
44,232,247,285,224,severe
81,97,24,151,284,moderate
196,181,198,232,253,severe
214,43,19,48,3,mild
136,291,148,282,196,severe
25,132,139,289,243,moderate
54,60,27,209,71,mild
272,70,25,13,147,moderate
231,58,55,218,37,moderate
189,144,55,176,261,moderate
102,64,72,132,194,moderate
30,70,90,293,203,moderate
6,71,82,249,24,mild
288,246,121,90,12,moderate
287,215,92,110,155,moderate
39,276,164,282,168,moderate
49,245,67,158,26,moderate
22,18,281,45,89,mild
21,217,166,250,120,moderate
190,1,154,140,293,moderate
185,165,104,155,268,moderate
204,148,58,183,134,moderate
201,216,124,276,187,severe
225,218,265,142,156,severe
114,20,275,1,134,moderate
29,87,47,288,150,moderate
204,138,190,48,282,moderate
90,271,246,16,121,moderate
271,241,104,45,115,moderate
272,139,225,83,278,moderate
147,22,76,26,26,mild
157,68,77,188,205,moderate
20,12,89,2,62,mild
243,285,258,235,258,severe
289,226,137,142,264,severe
155,117,208,87,155,moderate
52,56,230,188,9,moderate
272,185,13,127,113,moderate
203,272,253,105,139,moderate
50,125,297,299,4,moderate
19,283,168,4,77,moderate
73,97,177,275,72,moderate
200,259,90,215,212,moderate
242,208,31,86,78,moderate
28,214,225,3,247,moderate
20,93,208,235,123,moderate
86,171,206,36,3,moderate
1,231,51,227,206,moderate
255,29,121,79,188,moderate
144,129,259,16,205,moderate
233,100,35,69,213,moderate
148,176,210,203,10,moderate
201,123,217,244,218,severe
263,243,48,12,202,moderate
180,279,16,164,175,moderate
146,238,249,73,47,moderate
182,241,188,263,100,moderate
8,18,265,167,142,moderate
201,209,275,1,210,moderate
78,101,210,239,225,moderate
13,298,214,125,100,moderate
202,226,193,21,53,moderate
1,191,115,288,17,moderate
295,146,261,23,212,moderate
13,216,242,10,114,moderate
184,23,46,160,65,mild
103,56,232,225,226,moderate
232,229,154,45,203,moderate
251,97,187,134,141,moderate
179,87,40,32,193,moderate
75,196,127,114,153,moderate
257,12,127,161,212,moderate
112,223,46,116,254,moderate
71,241,132,256,282,moderate
143,281,116,256,7,moderate
266,97,125,291,29,moderate
234,134,49,187,83,moderate
74,206,160,60,288,moderate
24,231,198,31,37,moderate
170,116,194,135,63,moderate
46,37,222,248,269,moderate
147,48,235,179,21,moderate
77,35,282,215,81,moderate
72,268,256,198,264,severe
88,215,120,85,263,moderate
122,282,56,214,67,moderate
284,15,198,143,22,moderate
14,99,104,136,247,moderate
149,209,109,135,13,moderate
136,163,29,98,299,moderate
233,220,250,133,167,severe
155,266,83,80,191,moderate
267,289,75,188,81,moderate
48,224,54,188,144,moderate
35,232,236,225,46,moderate
281,216,47,222,210,moderate
178,18,228,96,46,moderate
250,54,14,265,125,moderate
105,161,212,143,4,moderate
181,203,169,167,188,moderate
6,159,82,68,171,mild
246,295,243,45,189,severe
194,149,238,206,57,moderate
246,143,258,34,223,moderate
188,268,128,216,181,moderate
64,99,191,147,89,moderate
110,210,71,193,89,moderate
29,278,116,168,42,moderate
86,26,218,239,163,moderate
296,167,22,14,44,moderate
253,268,85,122,4,moderate
293,131,275,186,60,moderate
50,145,230,194,153,moderate
250,33,9,144,135,moderate
30,58,84,86,138,mild
175,29,238,101,16,moderate
280,49,46,28,98,moderate
293,165,97,49,163,moderate
223,40,261,278,34,moderate
274,190,194,295,139,severe
59,21,196,156,150,moderate
129,218,16,129,54,moderate
190,24,187,3,109,moderate
18,295,148,157,20,moderate
89,201,66,275,159,moderate
154,152,41,38,279,moderate
194,57,147,293,232,moderate
245,54,198,178,233,moderate
157,40,10,149,181,moderate
74,297,283,153,189,moderate
79,24,87,156,243,moderate
253,258,49,268,141,moderate
42,127,197,211,282,moderate
131,47,176,256,124,moderate
102,210,66,61,203,moderate
94,29,11,229,68,mild
194,186,223,282,245,severe
64,188,127,264,121,moderate
10,182,280,10,53,moderate
124,119,1,100,270,moderate
35,115,210,213,107,moderate
132,277,170,116,169,moderate
259,145,111,68,21,moderate
246,80,32,295,117,moderate
139,108,44,261,173,moderate
141,60,247,243,26,moderate
70,213,22,260,115,moderate
42,270,138,214,275,moderate
39,206,273,277,14,moderate
82,228,151,129,222,moderate
7,43,123,140,196,moderate
242,299,102,36,237,moderate
259,196,186,299,19,moderate
107,147,11,297,26,moderate
138,9,244,165,171,moderate
33,196,190,212,65,moderate
35,28,155,108,229,moderate
265,166,94,18,138,moderate
117,270,60,120,44,moderate
41,261,27,80,92,moderate
254,92,7,133,281,moderate
16,218,65,119,131,moderate
211,264,159,128,216,moderate
82,213,112,81,265,moderate
269,94,63,219,69,moderate
172,293,134,71,7,moderate
254,98,199,31,124,moderate
276,71,13,105,225,moderate
190,254,249,77,115,moderate
234,231,63,0,299,moderate
183,174,117,198,280,moderate
94,52,208,49,2,mild
168,78,267,254,143,moderate
64,241,189,184,187,moderate
151,50,224,228,175,moderate
259,158,224,249,146,severe
103,222,85,71,145,moderate
178,285,62,89,13,moderate
234,133,28,27,27,mild
232,166,287,120,59,moderate
282,275,37,263,54,moderate
142,69,52,275,91,moderate
77,41,239,231,199,moderate
104,111,143,292,173,moderate
180,272,146,95,189,moderate
26,167,180,172,76,moderate
201,13,242,218,278,moderate
211,29,52,110,176,moderate
89,75,248,245,94,moderate
269,178,178,41,19,moderate
36,273,63,158,35,moderate
70,294,292,40,226,moderate
295,2,64,265,41,moderate
209,227,113,171,217,moderate
142,228,10,3,121,moderate
11,71,231,180,147,moderate
96,187,93,183,197,moderate
9,10,111,54,286,mild
5,131,65,226,78,moderate
237,176,87,20,49,moderate
112,230,247,68,42,moderate
299,287,197,215,270,severe
186,53,205,219,34,moderate
225,185,99,79,216,moderate
233,205,26,19,260,moderate
253,59,143,56,16,moderate
30,206,190,211,78,moderate
256,224,263,186,195,severe
53,269,55,81,102,moderate
80,203,137,27,108,moderate
128,41,152,79,42,mild
248,187,98,195,271,moderate
146,246,132,136,42,moderate
250,262,250,289,142,severe
185,217,187,277,13,moderate
233,192,22,226,212,moderate
285,89,278,183,17,moderate
103,296,159,258,276,severe
106,15,218,258,74,moderate
65,179,132,163,30,moderate
36,216,122,111,289,moderate
107,15,13,78,74,mild
132,51,217,107,210,moderate
107,104,244,222,52,moderate
70,5,78,183,96,mild
252,42,31,183,276,moderate
57,81,297,217,104,moderate
187,79,183,153,295,moderate
256,239,26,172,222,moderate
121,83,243,122,181,moderate
183,244,292,82,285,severe
63,166,40,242,141,moderate
69,74,144,121,294,moderate
42,10,230,147,58,mild
255,191,79,208,68,moderate
294,0,130,169,166,moderate
225,17,32,168,289,moderate
252,84,172,67,106,moderate
37,235,228,55,291,moderate
103,90,185,244,225,moderate
19,134,145,177,285,moderate
162,291,207,219,40,moderate
200,135,224,219,12,moderate
163,290,184,243,241,severe
102,130,268,240,276,severe
172,238,142,0,185,moderate
97,292,4,104,33,moderate
289,19,88,252,186,moderate
157,235,231,285,233,severe
21,30,202,36,12,mild
49,82,285,11,107,moderate
297,109,34,6,272,moderate
188,256,186,296,241,severe
77,183,78,82,210,moderate
183,228,236,121,260,severe
103,191,178,284,101,moderate
182,11,256,124,140,moderate
176,20,198,253,212,moderate
287,5,237,277,247,severe
187,4,196,104,135,moderate
153,272,160,93,163,moderate
287,3,247,237,119,moderate
95,82,275,103,188,moderate
49,99,57,5,183,mild
217,129,252,84,280,moderate
30,178,254,7,29,mild
87,49,82,271,43,moderate
51,80,98,120,206,moderate
292,228,228,104,134,moderate
210,103,13,95,118,moderate
289,145,277,214,257,severe
223,135,32,65,72,moderate
207,146,287,12,83,moderate
100,70,93,49,21,mild
239,176,49,181,37,moderate
242,181,222,12,128,moderate
100,138,6,235,70,moderate
225,99,144,20,248,moderate
154,161,258,39,37,moderate
52,67,202,105,77,moderate
230,32,259,171,65,moderate
288,207,37,156,22,moderate
204,128,100,279,160,moderate
175,129,218,94,5,moderate
44,14,229,283,227,moderate
255,12,296,8,289,moderate
11,107,217,225,194,moderate
276,255,97,137,278,severe
64,200,26,215,20,moderate
44,62,293,279,137,moderate
134,218,139,41,294,moderate
235,187,15,249,241,moderate
20,76,110,24,259,mild
79,82,180,24,35,mild
169,19,215,260,1,moderate
26,94,193,107,117,moderate
265,89,27,0,110,mild
192,178,96,133,242,moderate
149,160,226,233,258,severe
209,26,17,231,149,moderate
97,65,37,193,172,moderate
224,83,244,77,150,moderate
275,120,197,122,25,moderate
202,127,103,235,92,moderate
109,251,152,104,59,moderate
